,sold_price,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,garage,fireplaces,sqrt_ft,kitchen_features,floor_covering,HOA,zipcode
691,1000000.0,-110.923425,32.314073,1.59,9029.83,2006,5,3.0,3.0,2.0,3402.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: built in, Oven: Gas","Concrete, Wood",195.0,85718
692,900000.0,-111.065056,32.471522,1.36,13196.96,2003,3,4.0,3.0,5.0,3978.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite, Oven: Double Ovens","Carpet, Ceramic Tile",143.0,85658
693,1073942.0,-111.100452,32.469209,0.29,845.18,2013,2,3.0,2.0,2.0,1985.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",550.0,85658
694,977000.0,-110.936685,32.333035,1.11,5709.0,1980,4,5.0,2.0,2.0,4120.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Wood",0.0,85718
695,1045000.0,-110.944522,32.343722,0.83,11953.67,2005,4,5.0,3.0,3.0,4631.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Countertops: granite","Carpet, Natural Stone",157.0,85718
696,960000.0,-110.915889,32.286166,1.71,10816.77,2004,4,5.0,3.0,1.0,4743.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",194.0,85718
697,1095084.0,-111.020086,32.422575,0.84,2476.7,2019,4,5.0,4.0,0.0,4570.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator","Carpet, Ceramic Tile",75.0,85742
698,950000.0,-110.88601,32.33204,0.99,9379.0,1965,5,5.0,2.0,2.0,5100.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",258.0,85718
699,990000.0,-110.948316,32.399464,0.81,8323.66,2008,3,4.0,3.0,3.0,3306.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,71.0,85737
700,1053649.0,-110.989999,32.460746,1.53,3171.39,2018,3,2.0,3.0,1.0,2635.0,"Dishwasher, Freezer, Island, Pantry: Walk-In, Refrigerator",Ceramic Tile,212.88,85755
701,975000.0,-110.908003,32.329545,0.73,5229.89,2002,4,4.0,2.0,4.0,3438.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,0.0,85718
702,1040000.0,-110.826634,32.280622,2.62,9785.0,2006,4,4.0,3.0,2.0,4314.0,"Dishwasher, Garbage Disposal, Microwave, Oven","Natural Stone, Wood",110.0,85750
703,1020000.0,-110.96146,32.465403,1.2,8774.21,1998,4,4.0,3.0,3.0,3955.0,"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Other",200.0,85755
704,1035000.0,-110.837592,32.320771,0.84,9929.66,1988,3,4.0,3.0,3.0,4104.0,"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Ceramic Tile, Wood",135.0,85750
705,1050000.0,-110.887241,32.266454,4.09,6953.23,1997,3,4.0,2.0,2.0,4109.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,0.0,85712
706,1010000.0,-110.943582,32.338577,0.95,10388.0,2001,3,3.0,3.0,2.0,3618.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",159.0,85718
707,950000.0,-110.945082,32.34433,0.89,10151.0,2005,3,3.0,3.0,2.0,3408.0,"Dishwasher, Refrigerator, Microwave, Oven",Concrete,160.0,85718
708,895000.0,-111.032797,32.408004,3.3,8950.56,2007,4,7.0,4.0,3.0,6174.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone, Wood",0.0,85742
709,1050000.0,-110.992803,32.468505,1.27,21971.0,2001,5,6.0,3.0,1.0,6213.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Other",153.0,85755
710,935000.0,-110.856975,32.549264,0.47,7487.2,2004,3,4.0,3.0,1.0,3658.0,"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Natural Stone",165.0,85739
711,1090000.0,-110.870492,32.263257,1.31,10303.57,1986,3,4.0,3.0,5.0,5010.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless","Carpet, Concrete",-1.0,85712
712,1025000.0,-110.843487,32.300064,0.85,8377.0,1999,4,4.0,7.0,1.0,3437.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",40.0,85750
713,950000.0,-110.835229,32.324658,1.0,7046.76,2002,3,4.0,2.0,2.0,3662.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",41.0,85750
714,1005000.0,-110.867028,32.321661,1.06,6993.42,1994,4,4.0,3.0,4.0,3579.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",58.0,85750
715,1040000.0,-110.909653,32.301099,1.43,12215075.0,1987,4,4.0,3.0,3.0,5729.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Natural Stone",193.0,85718
716,975000.0,-110.939977,32.338549,1.01,10288.84,1999,4,4.0,3.0,5.0,3875.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Mexican Tile",157.0,85718
717,1001000.0,-110.942612,32.346691,1.0,9248.0,2002,3,4.0,3.0,1.0,3373.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",159.0,85718
718,1004965.0,-110.923198,32.337812,0.87,9928.92,1986,4,4.0,3.0,2.0,3734.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",250.0,85718
719,1010000.0,-110.849825,32.312638,1.02,8915.85,1991,4,5.0,3.0,3.0,5036.0,"Compactor, Dishwasher, Refrigerator, Microwave, Oven","Natural Stone, Other",44.0,85750
720,967500.0,-110.856813,32.255588,1.84,12574.07,1973,7,9.0,3.0,5.0,7477.0,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Appliance Color: Stainless, Countertops: Granite","Carpet, Mexican Tile",48.0,85715
721,1038000.0,-110.94196,32.347579,1.12,11404.84,2002,4,5.0,3.0,3.0,4387.0,"Compactor, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",Natural Stone,158.0,85718
722,975000.0,-110.923945,32.296765,1.35,9919.64,1995,4,4.0,3.0,3.0,4102.0,"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Mexican Tile, Natural Stone",146.0,85718
723,1048842.0,-110.938291,32.242845,0.23,0.0,2016,2,3.0,3.0,1.0,3346.0,"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Natural Stone",125.0,85719
724,1005000.0,-110.918268,32.332692,0.87,10621.7,1995,3,5.0,3.0,3.0,4963.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Concrete",58.0,85718
725,1069000.0,-110.939051,32.243662,0.2,0.0,2018,3,3.0,3.0,1.0,3346.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz","Carpet, Natural Stone",125.0,85719
726,990000.0,-110.92347,32.226258,0.53,7081.41,1966,5,4.0,0.0,2.0,3726.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: India Black Granite, Microwave: ., Oven: .","Ceramic Tile, Mexican Tile, Vinyl, Wood",-1.0,85716
727,960000.0,-110.86282,32.278678,0.66,8018.0,2009,3,4.0,3.0,3.0,3376.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",23.0,85750
728,1000000.0,-111.065946,32.266686,3.64,7769.92,2013,3,2.0,2.0,2.0,2432.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Silestone, Microwave: GE, Oven: Jenn-Air",Concrete,-1.0,85745
729,935000.0,-110.947576,32.327266,0.81,8258.15,2006,5,4.0,4.0,2.0,5407.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",5.0,85718
730,975000.0,-110.914945,32.291514,1.5,10617.0,2002,4,5.0,3.0,3.0,4556.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile, Natural Stone",161.0,85718
731,973000.0,-110.868625,32.326457,0.8,3824.0,2014,4,5.0,3.0,2.0,4570.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",37.0,85750
732,950000.0,-110.966782,32.394952,0.96,7815.69,1982,3,4.0,3.0,2.0,4319.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone, Wood",6.0,85737
733,900000.0,-110.949328,32.300806,1.0,5864.15,1980,3,4.0,2.0,4.0,4022.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Natural Stone",8.0,85718
734,907500.0,-110.926584,32.338214,2.09,12852.32,1985,4,5.0,3.0,7.0,4550.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator","Carpet, Ceramic Tile, Concrete, Mexican Tile",285.0,85718
735,1000000.0,-110.86713,32.328752,0.8,11642.96,2002,4,5.0,3.0,2.0,5722.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite","Carpet, Natural Stone, Wood",43.0,85750
736,1000089.0,-111.09447,32.471268,0.25,657.44,2013,3,4.0,2.0,1.0,2329.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator","Carpet, Natural Stone",550.0,85658
737,1100000.0,-110.921177,32.308522,1.3,7335.25,1970,5,3.0,2.0,1.0,5345.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Concrete, Natural Stone",0.0,85718
738,918750.0,-111.082523,32.310752,3.32,9875.0,2008,4,5.0,4.0,2.0,5505.0,"Dishwasher, Garbage Disposal, Oven","Carpet, Mexican Tile",67.0,85743
739,945000.0,-110.890205,32.324348,1.11,5986.1,1988,3,3.0,3.0,3.0,4151.0,"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Natural Stone",215.0,85718
740,925000.0,-110.868612,32.327368,0.44,8448.0,2005,6,5.0,3.0,5.0,5042.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",40.0,85750
741,950000.0,-110.739649,32.302659,2.9,6136.61,1995,6,5.0,2.0,1.0,5120.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Concrete, Mexican Tile, Wood",0.0,85749
742,950000.0,-110.989124,32.459547,0.0,12186.6,2004,3,4.0,3.0,3.0,3759.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",167.0,85755
743,960000.0,-110.992443,32.459609,0.93,3408.91,2014,4,4.0,3.0,1.0,3226.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",166.0,85755
744,975000.0,-110.926831,32.342365,0.78,7735.47,1988,3,3.0,3.0,2.0,3647.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",270.0,85718
745,950000.0,-110.877659,32.332391,0.98,7693.0,1980,3,4.0,2.0,1.0,3597.0,"Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",215.0,85718
746,960000.0,-110.897513,32.332164,0.57,7314.22,2004,4,6.0,3.0,2.0,4943.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","Carpet, Natural Stone",0.0,85718
747,955000.0,-110.948612,32.382969,8.81,15203.57,1999,3,4.0,3.0,2.0,4417.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",97.0,85737
748,990000.0,-110.910264,32.294609,1.61,10060.0,1990,5,5.0,3.0,5.0,4879.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",194.0,85718
749,982500.0,-110.864263,32.318603,0.99,9101.87,2002,5,4.0,3.0,3.0,4170.0,"Dishwasher, Garbage Disposal, Microwave","Carpet, Natural Stone",42.0,85750
750,945000.0,-110.915998,32.306449,1.07,6668.0,1993,4,3.0,2.0,3.0,4543.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven","Carpet, Mexican Tile, Natural Stone",0.0,85718
751,1000000.0,-110.936805,32.340649,0.83,10452.89,1998,5,3.0,3.0,2.0,4172.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Other",159.0,85718
752,850000.0,-110.918443,32.215515,1.06,8132.11,1964,5,5.0,2.0,2.0,5200.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",8.0,85716
753,850000.0,-110.96225,32.414302,3.0,11757.21,2002,6,6.0,5.0,2.0,6195.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Wood",0.0,85737
754,900000.0,-110.840807,32.325541,2.16,11610.0,1990,3,4.0,2.0,2.0,3590.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",146.0,85750
755,1048685.0,-110.945133,32.393846,2.4,11058.49,2001,4,4.0,3.0,3.0,4971.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone, Wood",97.0,85737
756,950000.0,-110.905809,31.555975,47.52,4198.68,2010,3,3.0,4.0,0.0,3000.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Pantry: Closet, Refrigerator","Natural Stone, Wood",35.0,85648
757,970000.0,-110.969462,32.460562,0.86,12460.3,1997,5,5.0,3.0,4.0,4895.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Slab Granite, Microwave: Built-in, Oven: Double Ovens","Carpet, Mexican Tile",132.0,85755
758,1025000.0,-110.929926,32.343288,1.01,7879.69,1985,4,4.0,3.0,4.0,4587.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Countertops: Granite, Microwave: Countertop","Ceramic Tile, Concrete, Wood, Other: Refinished Brick",-1.0,85718
759,960000.0,-110.993794,32.462802,0.91,13226.72,2007,4,5.0,3.0,3.0,3691.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Microwave: yes, Oven: Double","Carpet, Natural Stone",232.0,85755
760,985000.0,-110.962515,32.472631,1.29,13374.36,2014,5,6.0,4.0,1.0,4786.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Under Counter, Oven: Double Ovens","Carpet, Natural Stone",209.0,85755
761,1007821.3,-110.97315,32.461567,1.75,1319.27,2018,3,4.0,3.0,1.0,2635.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Microwave, Refrigerator, Reverse Osmosis","Carpet, Ceramic Tile",-1.0,85755
762,975000.0,-110.961791,32.370787,2.95,3309.31,2014,4,3.0,3.0,2.0,3200.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",0.0,85704
763,924000.0,-110.997466,32.459021,7.93,9658.14,1989,4,5.0,6.0,5.0,4376.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Mexican Tile",41.0,85755
764,1015000.0,-111.010027,32.459387,7.49,14772.07,2006,4,4.0,4.0,0.0,4897.0,"Dishwasher, Garbage Disposal, Oven",Ceramic Tile,42.0,85755
765,965000.0,-110.920368,32.342219,0.8,8595.41,1983,3,3.0,3.0,2.0,3854.0,"Compactor, Dishwasher, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",300.0,85718
766,950000.0,-110.914279,32.285927,1.47,11513.0,2005,5,5.0,3.0,1.0,4548.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",193.0,85718
767,962495.0,-111.074359,32.256525,3.41,8372.88,2004,4,4.0,6.0,3.0,3501.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Double","Carpet, Ceramic Tile, Natural Stone",-1.0,85745
768,860000.0,-110.87246,32.313232,1.95,12497.67,2007,5,5.0,4.0,3.0,4750.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",Natural Stone,44.0,85750
769,999900.0,-110.752982,32.150912,18.89,19119.65,1978,3,4.0,1.0,3.0,2234.0,"Dishwasher, Oven","Carpet, Ceramic Tile",0.0,85747
770,975000.0,-110.939977,32.338549,1.01,10419.0,1999,4,4.0,3.0,4.0,3861.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",157.0,85718
771,912000.0,-110.882397,32.333899,3.35,9175.0,1980,4,3.0,3.0,2.0,5245.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","Carpet, Natural Stone",142.0,85718
772,980000.0,-110.942364,32.338822,0.89,11975.82,2001,4,4.0,3.0,4.0,4397.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",157.33,85718
773,959000.0,-110.768984,32.306773,4.0,9391.0,1998,5,5.0,3.0,4.0,6291.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Microwave: Wall, Oven: Wall","Carpet, Mexican Tile",54.16,85749
774,975000.0,-110.952477,32.314963,0.81,8725.3,2008,4,5.0,3.0,3.0,4391.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite/wood, Microwave: Microwave, Oven: Oven","Mexican Tile, Natural Stone, Wood, Other: studio laminate",-1.0,85718
775,1007583.0,-110.938306,32.243724,0.21,0.0,2018,3,3.0,2.0,1.0,3002.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz","Carpet, Wood, Other: Porcelain/Engineered",125.0,85719
776,970000.0,-110.925584,32.304243,1.17,8773.05,2008,4,4.0,3.0,2.0,4200.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",5.0,85718
777,840000.0,-110.730013,32.236348,4.0,8570.57,2007,5,5.0,3.0,3.0,4306.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",0.0,85748
778,995000.0,-110.880222,32.278101,2.6,12415.6,2007,5,7.0,5.0,6.0,10529.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood, Other",0.0,85718
779,935000.0,-110.878974,32.335237,5.88,7365.0,1981,4,4.0,3.0,3.0,4638.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Natural Stone, Wood",258.0,85718
780,900000.0,-110.955649,32.350903,5.1,16643.1,1966,5,5.0,3.0,3.0,7571.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone, Wood, Other",0.0,85718
781,950000.0,-110.837046,32.317722,0.49,10592.88,1993,4,5.0,3.0,4.0,4589.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",142.0,85750
782,1075000.0,-110.92597,32.303525,2.37,6686.0,1969,4,4.0,2.0,2.0,4361.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Wood",5.0,85718
783,950000.0,-110.833401,32.316853,1.3,8098.0,2008,4,4.0,4.0,1.0,4547.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",9.0,85750
784,980000.0,-110.961253,32.474047,1.46,9424.58,2005,4,4.0,3.0,3.0,4497.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",145.0,85755
785,980000.0,-110.833959,32.321185,0.61,8246.0,1998,4,4.0,3.0,3.0,3466.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",117.0,85750
786,940000.0,-111.060698,32.461011,1.28,13090.0,2007,4,6.0,3.0,2.0,4236.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",148.0,85658
787,999000.0,-110.898046,32.284422,1.34,9243.89,2006,4,5.0,3.0,1.0,4838.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",0.0,85718
788,969500.0,-110.921262,32.224432,0.53,4391.19,1958,5,4.0,2.0,2.0,4599.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Other",0.0,85716
789,980000.0,-110.860122,32.263208,0.68,7977.18,1979,5,4.0,2.0,3.0,4061.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",48.0,85715
790,985000.0,-110.842962,32.329929,1.74,13502.13,1996,4,5.0,3.0,1.0,5188.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless","Concrete, Mexican Tile, Wood",142.0,85750
791,915000.0,-111.026605,32.411687,3.31,2665.29,2018,4,5.0,3.0,1.0,3436.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Wolf, Oven: Wolf",Concrete,-1.0,85737
792,950000.0,-110.94533,32.315039,0.8,4260.91,1998,4,6.0,3.0,0.0,4245.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range","Natural Stone, Wood",5.0,85718
793,913559.0,-110.588825,32.131452,38.8,6655.0,1978,3,3.0,2.0,1.0,5180.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Mexican Tile",122.0,85641
794,998000.0,-110.871721,32.326191,0.84,8052.0,1988,4,6.0,3.0,3.0,5513.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Natural Stone",25.0,85750
795,998000.0,-110.961238,32.466766,1.18,9404.05,2008,4,5.0,3.0,4.0,4627.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",199.0,85755
796,984000.0,-110.771889,32.303718,3.38,11017.0,1995,6,5.0,3.0,1.0,6902.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",50.0,85749
797,925000.0,-110.707854,32.26623,3.3,8550.1,1985,4,5.0,4.0,3.0,5407.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Slab Granite","Carpet, Natural Stone",120.0,85749
798,1100000.0,-110.976626,31.837736,3.55,8869.13,2000,5,4.0,4.0,2.0,5787.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Microwave: Built In, Oven: Double","Carpet, Ceramic Tile",-1.0,85614
799,800000.0,-110.538913,31.652899,21.39,7693.08,2003,4,3.0,2.0,2.0,3213.0,"Dishwasher, Garbage Disposal, Microwave, Oven","Concrete, Wood",0.0,85611
800,972877.0,-110.939406,32.243494,0.21,0.0,2018,3,3.0,2.0,1.0,3002.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz","Carpet, Other: Porcelain",125.0,85719
801,970000.0,-111.026605,32.415574,3.31,12012.2,2008,3,4.0,3.0,3.0,4526.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",130.0,85742
802,987500.0,-110.967167,32.462871,1.16,9509.54,2000,5,6.0,4.0,4.0,5014.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",83.0,85755
803,937650.0,-110.860806,32.55082,0.42,5557.36,2005,4,4.0,3.0,2.0,4020.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Butler, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: Double - GE Monogram","Carpet, Ceramic Tile",170.0,85739
804,935000.0,-110.969466,32.460571,0.92,10335.2,1997,5,5.0,3.0,2.0,4895.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",100.0,85755
805,975000.0,-111.086658,32.464426,0.67,11467.5,2006,4,4.0,3.0,3.0,4394.0,"Dishwasher, Double Sink, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",113.0,85658
806,945000.0,-110.934431,32.346324,0.85,8041.39,2013,4,4.0,3.0,1.0,3351.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",100.0,85718
807,975000.0,-110.833392,32.316842,1.3,10022.98,2008,5,4.0,4.0,1.0,4631.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless GE, Oven: Double Stainless","Carpet, Ceramic Tile",17.0,85750
808,975000.0,-110.988367,32.404524,0.82,9245.47,2002,3,4.0,3.0,2.0,4264.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood, Other",51.0,85737
809,945000.0,-110.952625,32.345713,3.02,12327.0,2006,4,4.0,3.0,2.0,4614.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",153.0,85718
810,890000.0,-110.94062,32.347876,1.23,11318.66,2004,4,5.0,3.0,1.0,4143.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",160.0,85718
